UID,Name,Age,Position(s),Foot,Height (CM),Weight (KG),International Caps,International Goals,Club,Sell value (€),Wages (€),Contract expiration (year),Aerial Reach,Command of Area,Communication,Eccentricity,First Touch,Handling,Kicking,One on Ones,Passing,Punching (Tendency),Reflexes,Rushing Out (Tendency),Throwing,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Free Kick Taking,Penalty Taking,Technique,Rel. clause (€),CA,PA
48044559,Garissone Innocent,22,GK,Right,192.0,90.0,,,KAS Eupen,260260.0,4500.0,3.0,12.0,10.0,8.0,7.0,1,8.0,10.0,11.0,12,10.0,13.0,8.0,12.0,9,10,15,5,10,14,12,1,8,1,13,9,8,8,10,12,9,14,11,11,5,13,7,1,5,,46.0,58.0
49046706,Thomas Himeur,21,GK,Right,187.0,72.0,,,Toulouse,351710.0,640.0,2.0,10.0,7.0,10.0,5.0,3,10.0,11.0,7.0,10,8.0,11.0,8.0,10.0,13,13,10,8,12,13,13,1,5,3,11,8,7,6,13,13,8,13,9,11,1,5,7,3,7,,45.0,59.0
49047081,Ouparine Djoco,24,GK,Right,188.0,90.0,,,Clermont,269270.0,3190.0,3.0,13.0,12.0,10.0,8.0,10,13.0,12.0,11.0,11,10.0,14.0,10.0,10.0,10,11,12,10,11,12,12,9,8,9,10,10,10,11,9,12,10,11,12,12,10,14,1,1,10,,55.0,59.0
49048570,Tidiane Malbec,20,GK,Right,187.0,,,,Annecy,192490.0,480.0,2.0,7.0,13.0,5.0,5.0,3,14.0,12.0,7.0,7,6.0,14.0,9.0,10.0,5,9,13,8,11,14,5,3,11,2,7,8,7,5,11,8,8,13,12,11,1,6,7,3,5,,39.0,57.0
49053611,Quentin Galvez-Diarra,20,GK,Right,187.0,80.0,,,Pau FC,124490.0,480.0,2.0,10.0,9.0,10.0,5.0,7,11.0,7.0,11.0,7,8.0,10.0,11.0,8.0,5,10,15,6,10,13,10,2,10,1,9,6,5,5,13,9,6,10,8,11,2,5,4,4,7,,37.0,55.0
49056033,Arthur Arias,20,GK,Right,189.0,,,,Châteauroux,89490.0,270.0,1.0,10.0,9.0,7.0,5.0,1,11.0,15.0,11.0,9,5.0,10.0,14.0,12.0,7,10,15,9,11,9,10,3,10,1,7,9,8,8,12,10,9,13,6,12,9,7,6,1,3,,38.0,56.0
50056347,Christian N'Sapu,25,GK,Right,196.0,98.0,,,US Chantilly,1940.0,290.0,1.0,15.0,9.0,8.0,5.0,5,14.0,7.0,11.0,8,11.0,9.0,6.0,6.0,11,12,15,7,13,13,19,3,12,2,9,7,6,6,12,7,4,17,6,9,5,8,5,3,1,,41.0,59.0
67008548,René,38,GK,Right,183.0,79.0,,,Baleares,1030.0,2070.0,1.0,11.0,12.0,13.0,7.0,9,14.0,12.0,14.0,9,10.0,14.0,12.0,12.0,12,12,12,13,12,13,13,3,10,3,11,8,8,8,9,13,9,12,17,9,8,8,6,3,8,51890.0,54.0,59.0
67159151,Gianfranco Gazzaniga,28,GK,Right,184.0,82.0,,,Racing Ferrol,12180.0,2000.0,1.0,11.0,13.0,10.0,14.0,6,10.0,11.0,13.0,12,4.0,13.0,9.0,12.0,5,11,16,9,10,15,15,1,13,2,15,10,9,9,13,8,10,13,6,12,8,8,8,1,3,556910.0,54.0,59.0
67277847,Jesús Owono,21,GK,Right,181.0,,17.0,0.0,Alavés,416610.0,1500.0,2.0,8.0,8.0,10.0,5.0,5,13.0,10.0,9.0,14,7.0,13.0,6.0,9.0,6,9,12,8,12,14,3,3,4,3,12,9,5,6,12,11,9,7,11,12,1,6,6,2,8,614100.0,47.0,56.0
67295618,Víctor Méndez,22,GK,Right,187.0,83.0,,,Tenerife,197710.0,390.0,2.0,12.0,10.0,8.0,7.0,7,11.0,10.0,11.0,9,7.0,14.0,11.0,7.0,13,11,15,7,8,14,10,2,9,3,12,8,7,6,12,13,8,11,17,11,1,5,5,1,2,388670.0,44.0,57.0
73201942,Marco Giagnorio,21,GK,Right,176.0,72.0,,,AS Nancy,181590.0,450.0,3.0,10.0,10.0,12.0,5.0,4,13.0,9.0,8.0,7,9.0,10.0,15.0,9.0,13,8,15,5,8,13,15,1,8,1,11,7,6,5,12,15,7,9,15,12,1,6,6,2,4,,43.0,61.0
85049252,Donovan Léon,29,GK,Right,187.0,94.0,28.0,0.0,AJ Auxerre,294470.0,4170.0,3.0,13.0,12.0,12.0,10.0,9,10.0,12.0,13.0,10,8.0,13.0,14.0,10.0,7,11,13,12,12,10,11,7,8,2,11,13,11,11,12,13,15,13,15,12,13,15,7,3,8,,57.0,59.0
85134755,Rémy Descamps,26,GK,Left,194.0,75.0,,,FC Nantes,291800.0,4000.0,2.0,14.0,10.0,11.0,5.0,11,11.0,10.0,11.0,10,5.0,13.0,11.0,10.0,6,12,12,11,13,12,13,2,10,1,12,13,11,12,11,13,14,14,14,10,13,13,7,2,10,,57.0,59.0
91166134,Morten Behrens,25,GK,Right,193.0,90.0,,,Waldhof Mannheim,5870.0,4790.0,2.0,15.0,12.0,12.0,12.0,9,11.0,11.0,12.0,11,12.0,12.0,14.0,12.0,12,11,11,12,11,12,12,5,10,3,13,10,8,8,8,13,11,16,14,11,10,12,1,3,10,,54.0,59.0
91205042,Lukas Schneller,20,GK,Left,188.0,71.0,,,FC Bayern,287520.0,3840.0,2.0,12.0,11.0,10.0,16.0,11,12.0,12.0,12.0,11,10.0,14.0,18.0,11.0,17,8,15,11,10,9,16,12,4,3,12,10,10,12,10,12,11,14,8,10,8,10,1,3,11,,50.0,65.0
91205996,Sebastian Mellack,21,GK,Left,198.0,,,,TeBe Berlin,1190.0,450.0,1.0,14.0,5.0,6.0,5.0,3,12.0,11.0,12.0,11,6.0,14.0,13.0,8.0,7,10,11,7,9,13,5,3,10,2,12,8,7,7,11,12,4,13,10,12,2,9,5,2,4,,41.0,59.0
92088002,Paul Grave,21,GK,Right,193.0,94.0,,,VfL Bochum,232980.0,1920.0,1.0,15.0,9.0,9.0,10.0,9,11.0,9.0,11.0,10,10.0,11.0,12.0,11.0,8,9,8,8,10,9,14,9,10,10,12,11,12,11,10,13,12,14,10,8,10,10,7,2,5,,45.0,59.0
1510534,Limones,35,GK,Right,192.0,87.0,,,Calahorra,2570.0,1660.0,1.0,12.0,13.0,11.0,11.0,9,13.0,12.0,11.0,11,11.0,11.0,11.0,12.0,10,12,11,11,11,12,11,12,12,10,10,11,11,10,10,10,10,13,13,11,11,11,6,5,9,223560.0,53.0,59.0
8707876,Michael Langer,37,GK,Right,195.0,93.0,,,Schalke 04,760.0,4790.0,1.0,13.0,14.0,10.0,7.0,6,13.0,11.0,12.0,6,9.0,12.0,12.0,12.0,12,12,11,10,12,12,12,3,13,3,13,10,6,10,8,12,14,17,15,8,10,15,8,2,6,,54.0,59.0
28028347,Ben Wilson,29,GK,Right,186.0,75.0,,,Coventry,133150.0,3480.0,3.0,15.0,11.0,8.0,11.0,10,12.0,13.0,11.0,11,12.0,15.0,14.0,11.0,8,9,15,8,10,10,9,3,11,3,11,12,8,9,10,14,10,14,12,10,12,13,6,2,10,,59.0,59.0
28043745,Jak Alnwick,29,GK,Left,188.0,83.0,,,Cardiff,55440.0,4640.0,2.0,13.0,12.0,11.0,6.0,6,15.0,11.0,12.0,8,15.0,15.0,10.0,10.0,5,11,12,11,11,13,12,2,9,1,10,11,2,11,8,16,11,16,13,8,13,10,4,3,6,,58.0,59.0
43005156,Giacomo Poluzzi,34,GK,Right,184.0,74.0,,,Südtirol,24651510.0,6800.0,2.0,12.0,13.0,10.0,10.0,4,15.0,12.0,14.0,8,10.0,15.0,10.0,12.0,7,10,10,10,11,12,15,2,11,4,12,13,10,15,9,10,12,12,13,12,13,11,6,3,5,,58.0,59.0
43252692,Alessandro Confente,24,GK,Right,194.0,86.0,,,Vicenza,31800.0,1920.0,1.0,13.0,12.0,13.0,10.0,6,12.0,9.0,12.0,7,10.0,13.0,14.0,12.0,12,11,11,12,10,9,13,3,7,3,12,11,5,11,8,12,14,16,13,9,11,11,1,2,6,,47.0,59.0
43300840,Ovidijus Siaulys,22,GK,Right,195.0,78.0,,,Virtus Verona,72450.0,750.0,1.0,14.0,12.0,10.0,10.0,9,13.0,10.0,10.0,9,10.0,11.0,10.0,12.0,10,9,12,9,10,9,10,6,9,9,10,12,8,9,8,9,9,16,13,7,7,7,6,2,7,,42.0,54.0
67118049,Manu Táboas,31,GK,Right,187.0,80.0,,,Arosa,1620.0,310.0,1.0,14.0,7.0,10.0,5.0,5,13.0,11.0,11.0,12,14.0,13.0,6.0,8.0,10,10,15,6,9,13,11,2,11,2,8,7,6,6,12,13,7,10,17,10,4,5,6,2,3,94510.0,41.0,59.0
67179152,Álex Craninx,26,GK,Right,197.0,78.0,,,Fuenlabrada,20400.0,2600.0,1.0,14.0,13.0,9.0,9.0,7,12.0,8.0,14.0,7,10.0,15.0,14.0,13.0,11,13,17,9,7,12,20,15,9,3,13,12,6,17,6,15,10,18,10,7,15,11,8,3,7,949280.0,53.0,59.0
67184885,Carlos Morales,25,GK,Right,183.0,80.0,,,Las Rozas,2520.0,360.0,1.0,10.0,12.0,6.0,5.0,4,13.0,10.0,9.0,8,8.0,13.0,5.0,6.0,5,7,15,7,11,13,12,2,14,3,11,7,6,6,10,13,7,6,6,11,6,5,5,3,5,,43.0,59.0
67295018,Cheikh Sarr,22,GK,Right,190.0,85.0,,,Castellón,11170.0,1830.0,2.0,15.0,15.0,9.0,5.0,7,13.0,15.0,12.0,6,11.0,15.0,6.0,11.0,13,11,8,10,12,11,16,1,3,1,14,10,9,9,11,16,6,14,11,11,9,5,8,2,6,443000.0,53.0,58.0
75014381,Sebastián Fassi,29,GK,Right,186.0,85.0,,,San Fernando,3640.0,580.0,1.0,11.0,10.0,16.0,5.0,1,10.0,12.0,11.0,10,10.0,8.0,11.0,14.0,15,10,15,8,11,14,12,3,9,1,10,9,8,12,12,13,9,13,6,11,6,13,6,4,5,194080.0,49.0,59.0
91187820,Michel Witte,23,GK,Right,193.0,87.0,,,VfR Aalen,0.0,,,10.0,8.0,8.0,15.0,3,12.0,12.0,7.0,9,6.0,14.0,15.0,9.0,11,8,15,7,11,13,13,3,1,3,10,7,6,6,9,9,2,16,15,12,2,6,5,2,3,,41.0,58.0
92091291,Max Sprang,22,GK,Right,192.0,,,,FSV Zwickau,6840.0,1150.0,2.0,11.0,11.0,12.0,10.0,3,8.0,9.0,13.0,7,11.0,14.0,8.0,11.0,6,13,16,8,11,9,13,2,9,2,10,10,9,9,12,8,5,14,13,11,4,8,9,1,5,,46.0,59.0
917209,Vincent Demarconnay,39,GK,Right,180.0,71.0,,,Paris FC,2080.0,3390.0,1.0,10.0,12.0,11.0,7.0,11,12.0,13.0,11.0,12,12.0,11.0,14.0,11.0,8,13,14,11,14,11,13,6,12,1,12,15,6,11,9,12,14,10,13,9,12,13,7,4,8,,55.0,58.0
1408812,Alex Valentini,34,GK,Right,186.0,80.0,,,Pro Vercelli,1840.0,1270.0,1.0,12.0,12.0,12.0,5.0,8,13.0,12.0,13.0,8,11.0,11.0,8.0,11.0,10,11,11,12,11,12,13,4,11,7,12,8,5,13,5,11,11,12,14,5,10,11,1,1,8,,47.0,58.0
5410292,Vincent Enyeama,39,GK,Right,182.0,87.0,101.0,0.0,Wasquehal Football,370.0,470.0,1.0,10.0,11.0,13.0,12.0,8,12.0,11.0,11.0,10,13.0,11.0,12.0,11.0,8,12,13,13,11,10,16,9,14,2,12,11,8,4,6,7,11,9,12,6,6,11,11,15,9,,45.0,58.0
8115204,Aly Keita,35,GK,Right,185.0,75.0,24.0,0.0,Östersunds FK,22079250.0,1120.0,2.5,10.0,11.0,10.0,16.0,6,13.0,11.0,12.0,6,10.0,13.0,12.0,11.0,11,10,12,9,10,11,9,2,12,2,10,11,6,10,10,14,11,14,11,10,8,11,6,1,6,,49.0,58.0
8432910,Oumar Sissoko,34,GK,Right,187.0,84.0,26.0,0.0,Racing Besançon,720.0,290.0,1.0,11.0,11.0,11.0,8.0,8,10.0,11.0,10.0,7,15.0,10.0,11.0,9.0,9,11,13,11,11,10,11,5,8,7,11,10,10,9,10,12,12,13,13,10,11,12,6,1,8,,41.0,58.0
8721524,Jasmin Fejzic,36,GK,Right,198.0,95.0,1.0,0.0,Braunschweig,1610.0,4760.0,1.0,16.0,11.0,9.0,13.0,7,12.0,9.0,14.0,8,8.0,14.0,11.0,9.0,12,10,14,9,13,9,15,2,13,2,12,13,6,10,8,12,12,16,11,8,9,16,7,12,7,,55.0,58.0
8827090,Patricio Guillén,37,GK,Left,181.0,78.0,,,Compostela,430.0,780.0,1.0,10.0,12.0,14.0,6.0,9,12.0,10.0,14.0,13,15.0,13.0,12.0,13.0,6,10,10,11,13,11,12,2,15,3,12,11,11,10,8,10,10,10,13,5,8,10,7,2,10,30400.0,48.0,58.0
12020064,Theophilius Afelokhai,34,GK,Right,180.0,75.0,2.0,0.0,Free Agent,,,,13.0,11.0,10.0,5.0,4,15.0,14.0,11.0,10,6.0,8.0,5.0,11.0,9,10,15,7,10,15,9,3,12,2,12,10,9,9,11,11,10,11,11,10,4,8,5,2,8,,52.0,58.0
29086052,Christy Pym,27,GK,Right,183.0,79.0,,,Mansfield,5120.0,4060.0,2.0,8.0,9.0,13.0,9.0,12,13.0,12.0,8.0,13,7.0,14.0,11.0,8.0,6,11,10,9,12,10,13,3,6,3,10,10,8,10,10,13,12,8,6,8,12,10,8,3,12,,49.0,58.0
34000463,Joris Delle,32,GK,Right,189.0,90.0,,,KV Kortrijk,35420.0,1500.0,1.0,12.0,12.0,13.0,6.0,7,13.0,9.0,11.0,7,11.0,15.0,11.0,11.0,10,13,14,13,11,11,13,6,8,1,10,11,11,8,12,14,16,15,13,9,13,15,5,5,7,,57.0,58.0
43270488,Sebastian Breza,24,GK,Left,196.0,80.0,,,Carrarese,54010.0,2580.0,1.0,14.0,12.0,9.0,6.0,8,12.0,10.0,13.0,9,4.0,14.0,12.0,12.0,11,8,11,9,10,10,11,5,4,3,12,8,4,12,9,14,11,15,12,10,10,14,1,1,5,,51.0,58.0
48037790,Aubin Long,25,GK,Right,187.0,80.0,,,Aubagne FC,4120.0,620.0,1.0,11.0,10.0,10.0,5.0,10,11.0,10.0,12.0,10,13.0,12.0,12.0,12.0,8,10,13,11,10,10,11,7,7,5,10,11,7,8,10,10,12,14,13,10,8,13,7,2,10,,46.0,58.0
49048744,Yannick Etilé,21,GK,Right,194.0,90.0,1.0,0.0,Blois Foot 41,2300.0,350.0,1.0,10.0,10.0,9.0,9.0,9,9.0,10.0,10.0,9,10.0,8.0,10.0,9.0,7,6,15,7,13,13,11,2,10,2,8,7,6,6,11,11,9,14,13,12,9,5,6,3,8,,42.0,60.0
67022036,Pau Torres,35,GK,Right,182.0,77.0,,,U. Murcia,3770.0,1940.0,1.0,11.0,13.0,9.0,16.0,3,13.0,13.0,12.0,10,9.0,12.0,12.0,11.0,10,12,14,9,12,6,18,13,13,2,11,11,8,10,11,14,12,12,12,11,11,11,7,4,6,279390.0,53.0,58.0
67079378,Kike Royo,31,GK,Right,184.0,76.0,,,Badajoz,12180.0,2090.0,1.0,15.0,12.0,12.0,3.0,6,14.0,9.0,8.0,12,12.0,12.0,12.0,8.0,6,13,12,12,14,12,2,2,9,3,11,10,9,9,8,15,9,11,8,8,7,9,8,4,1,556910.0,54.0,58.0
67092407,Pol Freixanet,30,GK,Right,193.0,83.0,,,Fuenlabrada,17840.0,2470.0,1.0,14.0,13.0,12.0,4.0,3,10.0,12.0,11.0,15,15.0,13.0,10.0,11.0,7,10,12,12,11,11,17,11,10,8,10,11,11,11,11,13,10,16,10,10,11,13,7,1,4,892330.0,55.0,58.0
67179328,Óscar Whalley,28,GK,Left,191.0,80.0,,,Lugo,29310.0,2780.0,1.0,14.0,11.0,10.0,13.0,11,13.0,12.0,10.0,11,14.0,14.0,16.0,12.0,10,12,13,10,12,10,13,7,10,2,12,12,9,6,9,14,7,16,13,13,9,9,5,2,10,1423930.0,57.0,58.0
67248322,Andoni Zubiaurre,25,GK,Left,188.0,82.0,,,Real Sociedad,11340.0,3070.0,2.0,13.0,9.0,9.0,15.0,4,13.0,13.0,7.0,6,6.0,13.0,8.0,8.0,14,10,13,7,9,13,10,1,9,2,12,8,7,7,13,13,8,7,12,13,5,8,7,1,6,354400.0,46.0,58.0
67257945,Álex Domínguez,23,GK,Right,187.0,80.0,,,Las Palmas,575150.0,2300.0,2.0,14.0,11.0,9.0,12.0,4,12.0,12.0,13.0,14,7.0,15.0,9.0,11.0,10,11,11,10,10,9,1,3,9,1,12,10,10,10,11,12,12,15,15,9,8,12,5,3,7,1490850.0,54.0,63.0
67293608,Luis López,21,GK,Left,193.0,84.0,,,Real Madrid,298330.0,1680.0,1.0,13.0,11.0,9.0,6.0,5,14.0,14.0,14.0,8,7.0,14.0,8.0,8.0,11,7,12,3,11,14,14,3,5,3,10,9,8,8,13,14,9,15,10,12,4,7,6,5,3,1717150.0,52.0,64.0
85010417,Romain Ruffier,32,GK,Right,188.0,79.0,,,Racing FC Luxembourg,7100.0,60.0,1.0,14.0,10.0,10.0,7.0,8,11.0,12.0,13.0,8,9.0,12.0,10.0,6.0,8,9,13,12,11,9,15,6,8,2,10,12,7,6,12,11,14,13,15,9,13,14,6,3,8,,48.0,58.0
85046325,Julien Fabri,28,GK,Right,184.0,80.0,,,SC Bastia,7000.0,820.0,2.0,11.0,12.0,10.0,6.0,7,11.0,10.0,12.0,10,11.0,13.0,12.0,9.0,8,12,13,10,12,10,11,5,8,2,11,8,6,8,12,12,14,11,12,12,11,12,1,1,7,,50.0,58.0
85046999,Quentin Beunardeau,28,GK,Right,184.0,77.0,,,Leixões,13530.0,1250.0,1.0,13.0,9.0,12.0,12.0,7,12.0,11.0,12.0,9,14.0,14.0,11.0,8.0,9,12,14,12,13,9,15,6,7,3,12,11,9,10,11,15,13,11,15,11,12,11,6,3,7,,56.0,58.0
85050446,Geoffrey Lembet,33,GK,Left,185.0,75.0,36.0,0.0,Sedan,3570.0,1050.0,1.0,11.0,12.0,13.0,6.0,8,10.0,7.0,12.0,7,9.0,13.0,11.0,10.0,7,13,13,12,12,9,17,6,12,2,12,12,8,7,11,13,12,13,13,11,12,12,7,2,8,,50.0,58.0
85085845,Louis Souchaud,26,GK,Left,186.0,80.0,,,Free Agent,,,,12.0,10.0,11.0,8.0,3,11.0,9.0,11.0,9,8.0,12.0,10.0,9.0,10,11,16,12,13,10,10,2,9,1,12,12,10,11,10,12,14,13,13,9,13,12,7,3,7,,49.0,58.0
85103599,Florian Escales,26,GK,Left,184.0,78.0,,,Annecy,13970.0,2070.0,1.0,11.0,12.0,12.0,8.0,8,12.0,12.0,13.0,8,9.0,12.0,11.0,9.0,10,12,13,12,12,11,14,3,7,3,12,10,10,7,11,12,13,11,14,11,12,13,7,3,7,,53.0,58.0
85104279,Théo Guivarch,26,GK,Right,195.0,89.0,,,Neuchâtel Xamax,5880.0,2470.0,3.0,13.0,12.0,8.0,8.0,10,13.0,11.0,13.0,9,10.0,14.0,12.0,12.0,6,12,13,8,11,9,10,1,7,3,11,8,9,6,10,14,13,15,12,9,10,14,9,3,7,,54.0,58.0
85128190,Valentin Belon,27,GK,Right,180.0,77.0,,,Free Agent,,,,8.0,12.0,4.0,7.0,12,11.0,11.0,15.0,12,7.0,10.0,12.0,7.0,5,11,14,11,9,16,10,2,5,3,10,11,11,6,13,14,12,9,15,9,9,10,8,1,6,,47.0,58.0
85138732,Anthony Mandréa,25,GK,Right,186.0,78.0,,,SM Caen,17320.0,2650.0,3.0,11.0,11.0,6.0,8.0,9,12.0,11.0,13.0,10,5.0,13.0,9.0,8.0,7,14,10,10,13,15,5,1,10,1,11,10,9,9,11,11,10,11,13,10,11,8,7,2,4,,53.0,58.0
91128311,Hendrik Bonmann,28,GK,Right,194.0,82.0,,,Wolfsberger AC,839510.0,2000.0,2.0,16.0,16.0,10.0,12.0,10,13.0,13.0,11.0,11,11.0,12.0,15.0,13.0,12,13,13,10,9,11,14,8,9,3,10,11,5,9,8,13,13,16,9,9,9,12,2,3,10,,58.0,58.0
91194602,Jan Reichert,21,GK,Right,191.0,,,,FC Nürnberg,260590.0,1140.0,1.0,12.0,11.0,8.0,6.0,1,13.0,11.0,13.0,10,15.0,13.0,7.0,10.0,7,9,13,5,6,13,6,1,10,1,11,8,7,7,11,14,8,13,14,12,3,5,8,3,6,,46.0,64.0
91205211,Julius Schmid,21,GK,Right,185.0,,,,1860 München,102740.0,560.0,2.0,10.0,12.0,8.0,5.0,2,13.0,8.0,10.0,7,12.0,13.0,6.0,9.0,15,9,15,6,9,13,14,2,4,3,9,7,6,6,11,15,4,10,13,12,4,7,3,1,5,,41.0,59.0
92101511,Vincent Müller,21,GK,Right,190.0,75.0,,,MSV Duisburg,508700.0,2500.0,2.0,14.0,9.0,9.0,5.0,7,15.0,13.0,12.0,9,5.0,15.0,12.0,11.0,9,12,13,4,11,15,13,3,13,1,9,10,9,8,8,10,8,14,13,11,3,7,6,3,2,,51.0,63.0
2000037851,Léopold Dufaut,20,GK,Right,188.0,,,,Evreux FC 27,1020.0,210.0,1.0,12.0,8.0,7.0,5.0,6,14.0,12.0,9.0,8,10.0,9.0,8.0,8.0,11,8,12,9,10,15,6,1,12,2,9,9,8,8,11,8,9,14,8,11,7,7,3,4,8,,38.0,56.0
2000052951,José Emilio Chanza,18,GK,Right,183.0,,,,Compostela,78040.0,60.0,1.0,10.0,9.0,9.0,11.0,1,13.0,7.0,7.0,9,10.0,10.0,14.0,9.0,7,8,15,7,9,12,8,1,9,2,10,7,6,6,12,5,7,8,12,11,1,5,5,1,2,100240.0,36.0,47.0
2000231351,Jake West,16,GK,Right,187.0,,,,Peterborough,22860.0,200.0,2.0,11.0,6.0,1.0,5.0,1,11.0,3.0,6.0,11,5.0,11.0,5.0,2.0,6,6,14,3,4,12,14,1,6,3,3,4,3,3,9,7,4,8,15,9,3,5,4,1,1,,17.0,50.0
110144,Stephen Bywater,41,GK,Right,188.0,81.0,,,Wythenshawe Town,0.0,,,10.0,10.0,9.0,14.0,3,8.0,8.0,10.0,8,6.0,7.0,9.0,7.0,13,6,14,5,6,8,9,3,9,1,10,10,3,10,4,9,8,12,12,6,7,10,7,8,2,,25.0,58.0
815158,Miguel Martínez de Corta,40,GK,Right,190.0,89.0,,,Calahorra,1340.0,1990.0,1.0,11.0,13.0,10.0,5.0,6,13.0,12.0,13.0,8,12.0,12.0,5.0,12.0,6,12,13,10,14,11,12,8,12,5,13,12,6,11,6,13,13,14,12,7,12,13,7,1,6,55690.0,55.0,58.0
822064,Alejandro,38,GK,Right,184.0,77.0,,,Llanera,200.0,320.0,1.0,10.0,8.0,8.0,9.0,9,11.0,11.0,11.0,10,12.0,12.0,10.0,11.0,12,10,11,11,11,11,12,2,14,2,12,9,7,8,10,10,10,12,12,10,11,12,3,1,11,57080.0,42.0,58.0
914405,Landry Bonnefoi,38,GK,Left,184.0,72.0,,,Titus Pétange,1440.0,310.0,1.0,11.0,11.0,11.0,10.0,8,12.0,10.0,12.0,8,15.0,14.0,10.0,11.0,10,13,14,11,13,11,14,6,11,2,11,12,7,8,7,11,14,12,16,8,12,13,7,1,8,,52.0,58.0
1412047,Nicolò Manfredini,34,GK,Right,190.0,86.0,,,Benevento,10110.0,2850.0,1.0,13.0,14.0,11.0,10.0,10,12.0,12.0,13.0,10,13.0,13.0,12.0,11.0,16,11,12,11,13,11,12,15,12,4,11,10,9,12,10,12,12,15,11,8,11,9,7,3,8,,56.0,58.0
1507799,Iván Crespo,37,GK,Left,188.0,83.0,,,Sestao,410.0,700.0,1.0,11.0,11.0,10.0,6.0,6,11.0,9.0,15.0,9,12.0,11.0,11.0,8.0,8,11,5,9,14,13,16,10,12,7,15,14,10,11,8,14,10,11,13,5,13,10,5,2,4,27190.0,47.0,58.0
1512227,Xabi Irureta,36,GK,Right,180.0,74.0,,,La Unión At.,2360.0,2430.0,1.0,14.0,10.0,11.0,11.0,9,11.0,15.0,12.0,11,13.0,14.0,11.0,11.0,11,13,13,11,11,11,9,10,14,9,12,11,10,11,12,12,12,11,11,11,13,9,8,3,10,,55.0,58.0
5116928,Luke Daniels,34,GK,Right,194.0,90.0,,,Middlesbrough,1810.0,4640.0,1.0,14.0,11.0,12.0,6.0,8,13.0,11.0,12.0,10,7.0,12.0,10.0,10.0,11,11,12,12,12,12,12,3,7,6,11,10,7,13,8,12,12,16,13,8,11,12,6,2,9,,53.0,58.0
5120117,Mark Howard,35,GK,Right,183.0,81.0,,,Wrexham,300.0,2090.0,1.0,11.0,9.0,14.0,6.0,6,10.0,13.0,10.0,10,8.0,9.0,10.0,14.0,6,11,12,9,13,14,14,1,12,1,12,13,9,12,4,9,10,11,10,5,9,8,6,3,6,,44.0,58.0
5127729,Richard O'Donnell,33,GK,Left,188.0,85.0,,,Rochdale,1620.0,1160.0,2.0,11.0,8.0,8.0,10.0,10,11.0,11.0,11.0,9,15.0,13.0,12.0,10.0,9,13,9,8,10,11,10,4,8,9,10,10,9,12,11,12,13,13,15,8,14,12,6,2,8,,44.0,58.0
5132881,James McKeown,32,GK,Right,187.0,89.0,,,Cleethorpes,1190.0,170.0,1.0,10.0,5.0,8.0,7.0,4,11.0,6.0,12.0,13,11.0,14.0,8.0,8.0,11,11,14,10,13,7,14,5,14,1,9,11,7,12,10,10,12,12,13,9,10,13,6,3,7,,38.0,58.0
5204936,Jamie MacDonald,36,GK,Right,186.0,89.0,,,Raith,580.0,640.0,0.9,11.0,14.0,15.0,7.0,7,13.0,16.0,10.0,7,4.0,14.0,13.0,8.0,11,9,9,8,12,12,15,2,10,11,12,12,8,8,8,11,7,12,9,8,8,9,6,1,7,,50.0,58.0
5639077,Mossab Balhous,39,GK,Right,185.0,88.0,81.0,0.0,Al-Karamah,0.0,120.0,1.0,9.0,12.0,8.0,5.0,1,13.0,13.0,9.0,14,15.0,5.0,9.0,9.0,8,12,11,8,10,14,11,3,8,2,12,8,7,7,6,11,3,10,18,6,6,14,5,2,1,,38.0,58.0
8442413,Matthieu Dreyer,33,GK,Right,188.0,81.0,,,Saint-Etienne,175880.0,3920.0,2.0,9.0,10.0,12.0,6.0,8,13.0,8.0,14.0,8,12.0,15.0,12.0,10.0,8,12,13,12,12,11,15,6,9,3,12,11,8,9,13,14,15,14,15,11,13,15,5,3,8,,55.0,58.0
8707663,Philipp Pentke,37,GK,Right,191.0,84.0,,,TSG Hoffenheim,230.0,3450.0,1.0,10.0,11.0,8.0,12.0,9,12.0,10.0,13.0,10,11.0,15.0,10.0,11.0,10,10,12,8,13,11,10,5,14,2,12,12,6,14,9,12,11,16,16,11,12,12,8,2,8,,54.0,58.0
13131187,Vózinha,36,GK,Right,189.0,75.0,59.0,0.0,Trencin,450.0,390.0,1.0,12.0,13.0,11.0,14.0,11,11.0,13.0,12.0,9,16.0,12.0,12.0,14.0,8,12,12,11,11,10,14,3,12,3,12,13,6,8,9,10,15,15,9,10,11,12,6,2,10,,50.0,58.0
28047905,Lee Burge,29,GK,Left,185.0,70.0,,,Northampton,6170.0,2090.0,2.0,12.0,10.0,10.0,8.0,8,12.0,13.0,13.0,13,13.0,15.0,12.0,13.0,8,8,12,10,8,10,13,8,12,8,10,12,7,12,8,12,12,12,15,8,15,12,1,3,12,,50.0,58.0
28048006,Connor Ripley,29,GK,Right,188.0,76.0,,,Morecambe,7750.0,1970.0,1.0,12.0,13.0,12.0,3.0,8,13.0,8.0,14.0,8,5.0,14.0,11.0,10.0,12,8,13,12,8,11,16,2,17,3,14,16,6,13,9,13,12,13,6,6,9,13,9,5,10,,53.0,58.0
